Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/04/13,India,IN,,,,100,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/16,India,IN,,,,50,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/16,India,IN,,,,6,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/16,India,IN,,,,1000,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/16,India,IN,,,,25,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/18,India,IN,,,,100,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/23,India,IN,,,,100,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/24,India,IN,,,,500,50,,,,,,,,,,,,,world-g-sheet,,
2020/04/24,India,IN,,,,100,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/24,India,IN,,,,100,0,,,,,,,,,,,,,world-g-sheet,,
2020/04/27,India,IN,,,,1300000,30000,,,,,,,,,,,,,world-g-sheet,,
